imagen,pregunta,opcion_a,opcion_b,opcion_c,respuesta_correcta
https://revista.dgt.es/Galerias/test/N-252/Test-252-P03-Documentacion.jpg,"3. Para circular con un turismo, ¿qué documentos se necesitan en todo caso, además del permiso de conducción?",A.El Impuesto de Vehículos de Tracción Mecánica (Impuesto Municipal de Circulación) del año en curso.,B.El Permiso de Circulación solamente.,C.El Permiso de Circulación y la Tarjeta de Inspección Técnica.,c
https://revista.dgt.es/Galerias/test/N-252/Test-252-P04-Stop.jpg,4. ¿Debe el conductor del turismo de color blanco respetar la señal de stop cuando llegue al cruce?,"A.Sí, debe respetar las marcas viales existentes.","B.No, porque la señal horizontal solo es para los que giren a la izquierda.","C.Sí, pero solo si sigue de frente.",b
https://revista.dgt.es/Galerias/test/N-252/Test-252-P05-Carril.jpg,5. En esta vía se ha habilitado un carril adicional; ¿a qué velocidad como máximo circulará el vehículo naranja?,A.A 80 kilómetros por hora.,B.A 60 kilómetros por hora.,C.A la genérica de la vía.,a
https://revista.dgt.es/Galerias/test/N-252/Test-252-P06-Pinchazo.jpg,"6. Si mientras circula se le pincha una rueda, ¿qué debe hacer?",A.Continuar circulando hasta llegar al taller más próximo.,B.Inmovilizar rápidamente el vehículo fuera de la calzada o en lugar seguro.,C.Detener el vehículo rápidamente en cualquier lugar y abandonarlo.,b
https://revista.dgt.es/Galerias/test/N-252/Test-252-P07-Pendiente.jpg,"7. Como norma general, en un tramo de vía estrecho de gran pendiente debe ceder el paso...",A.el vehículo que sube.,B.el vehículo que baja.,C.el vehículo más ligero.,b
https://revista.dgt.es/Galerias/test/N-252/Test-252-P08-Fatiga.jpg,"8. Durante la conducción, la fatiga...",A.hace que aumenten los errores de forma considerable.,B.facilita la percepción de las señales de tráfico.,C.hace que disminuyan los errores de forma considerable.,a
https://revista.dgt.es/Galerias/test/N-252/Test-252-P09-Semaforo.jpg,9. Un semáforo con línea blanca horizontal sobre fondo negro...,A.permite el paso a autobuses y tranvías.,B.prohíbe el paso a autobuses de líneas regulares y tranvías.,C.permite girar a la derecha y a la izquierda a autobuses y tranvías.,b
https://revista.dgt.es/Galerias/test/N-252/Test-252-P10-Carretera.jpg,10. La línea de borde de la calzada es discontinua; ¿está permitido estacionar en la parte transitable del arcén?,"A.Sí, porque la línea es discontinua.","B.No, está prohibido.",C.Solo para cargar o descargar mercancías.,b
https://revista.dgt.es/Galerias/test/N-252/Test-252-P11-Suspension.jpg,11. ¿Puede perder el control del vehículo si circula con los amortiguadores en mal estado?,"A.No, sin embargo, los cambios de marcha se realizarán con mayor dificultad debido a las oscilaciones del vehículo.","B.Sí, porque la distancia de frenado disminuirá, especialmente con el firme irregular o mojado.","C.Sí, porque el vehículo puede experimentar una inclinación excesiva al tomar las curvas.",c
https://revista.dgt.es/Galerias/test/N-252/Test-252-P12-Aceleracion.jpg,"12. Si observa que un vehículo quiere incorporarse por el carril de aceleración, ¿qué debe hacer?","A.Nada, porque tengo preferencia.",B.Cederle el paso,C.Facilitarle la incorporación en la medida de lo posible.,c
https://revista.dgt.es/Galerias/test/N-252/Test-252-P13-Adelantar.jpg,13. No deberá iniciar un adelantamiento sin comprobar previamente que...,A.existe espacio suficiente para volver al carril derecho cuando termine la maniobra.,B.los vehículos que circulan detrás mantienen la distancia de seguridad.,C.el vehículo de delante reduce su velocidad para facilitar la maniobra.,a
https://revista.dgt.es/Galerias/test/N-252/Test-252-P14-Airbag.jpg,14. ¿Cuál de las siguientes es una de las principales funciones del airbag en caso de accidente?,A.Evitar el efecto submarino.,B.Reducir el riesgo de heridas en la cara producidas por fragmentos de cristal procedentes del parabrisas.,C.Evitar que la columna de dirección golpee al conductor.,b
https://revista.dgt.es/Galerias/test/N-252/Test-252-P15-Calzadas.jpg,15. ¿En qué tipo de vías se debe mantener la distancia de seguridad?,A.Solo en calzadas con dos sentidos de circulación.,B.Solo en calzadas en mal estado.,C.En todo tipo de vías.,c
https://revista.dgt.es/Galerias/test/N-253/Test-253-P01-250x226.jpg,"1. Debido a una emergencia, un turismo queda inmovilizado en la calzada; su conductor ¿debe colocar los triángulos de preseñalización de peligro, como norma general?","A.No, excepto si la inmovilización se produce en una vía fuera de poblado.","B.Solo debe encender la luz de emergencia y, si procede, las luces de posición.","C.Sí, aunque haya encendido la luz de emergencia, la de posición o ambas.",c
https://revista.dgt.es/Galerias/test/N-253/Test-253-P02-250x226.jpg,2. Esta señal indica...,A.Peligro por la proximidad de una zona donde sopla fuerte viento lateral.,B.Peligro por la proximidad de un tramo de vía con pavimento deslizante por hielo.,C.Peligro por la proximidad de un vehículo accidentado que obstruye la calzada.,c
https://revista.dgt.es/Galerias/test/N-253/Test-253-P03-250x226.jpg,"3. Como norma general, en vías de tres calzadas se utilizarán las de los laterales...","A.En sentido único, si bien se podrá habilitar algún carril para el sentido contrario.",B.En ambos sentidos.,"C.En sentido único, siempre que el tráfico sea fluido.",a
https://revista.dgt.es/Galerias/test/N-253/Test-253-p04-250x226.jpg,4. Cuando se aprecia fuerte viento lateral...,A.Se deberá reducir la velocidad y corregir las ligeras desviaciones de la dirección.,B.Se deberá aumentar la velocidad para compensar la fuerza del viento.,"C.Disminuye el riesgo de accidente, ya que el viento evita que el vehículo se desvíe de su trayectoria.",a
https://revista.dgt.es/Galerias/test/N-253/Test-253-p05-250x226.jpg,5. ¿Cuándo se deben cambiar las escobillas del limpiaparabrisas?,A.Cada dos años obligatoriamente.,B.Cuando las gomas estén dañadas.,C.Siempre antes de pasar la inspección técnica del vehículo.,b
https://revista.dgt.es/Galerias/test/N-253/Test-253-p06-250x226.jpg,"6. Esta señal, ¿prohíbe el cambio de dirección en la próxima intersección?","A.Sí, ya que debo seguir la dirección y sentido que señala la flecha.","B.No, solo prohíbe el cambio de sentido.","C.No, solo me indica que la vía es de sentido único.",a
https://revista.dgt.es/Galerias/test/N-253/Test-253-p07-250x226.jpg,7. ¿Tiene prioridad de paso una ambulancia que circule con las señales luminosas apagadas?,A.No.,B.Solo tiene preferencia en las vías urbanas.,"C.Sí, tiene preferencia en todo tipo de vías.",a
https://revista.dgt.es/Galerias/test/N-253/Test-253-P-08-250x226.jpg,8. Un vehículo va a incorporarse a la circulación; ¿cuándo debe ceder el paso?,"A.Cuando entre en el carril de circulación desde el lado izquierdo, solamente.",B.Siempre.,"C.Cuando entre en el carril de circulación desde el lado derecho, solamente.",b
https://revista.dgt.es/Galerias/test/N-253/Test-253-P09-250x226.jpg,9. Circula con su turismo por esta carretera convencional; ¿cuál es la velocidad máxima permitida?,A.90 km/h,B.100 km/h,C.80 km/h,a
https://revista.dgt.es/Galerias/test/N-253/Test-253-P10-250x226.jpg,10. ¿Está permitido atravesar la marca vial de la derecha para cambiar de carril?,"A.Sí, pero con precaución.",B.No.,"C.No, porque solamente está permitido estacionar.",b
https://revista.dgt.es/Galerias/test/N-253/Test-253-P11-Extra-250x226.jpg,11. ¿Por qué es aconsejable cambiar periódicamente el aceite lubricante?,"A.Porque, estando en buenas condiciones, mantiene el buen estado del motor más tiempo y el desgaste de las piezas es menor.",B.Porque el aceite con el tiempo se vuelve más viscoso y no fluye correctamente entre las piezas.,C.Porque el aceite con el uso y pasado un tiempo pierde excesiva cantidad de volumen y hay que reponerlo.,a
https://revista.dgt.es/Galerias/test/N-253/Test-253-P12-250x226.jpg,12. Circula por una travesía; ya se ha puesto el sol y la vía está suficientemente iluminada. ¿Qué alumbrado debe encender?,"A.Ninguno, ya que la vía está suficientemente iluminada.",B.Las luces de posición y las de corto alcance o de cruce.,C.Solamente las luces de posición.,b
https://revista.dgt.es/Galerias/test/N-253/Test-253-P13-250x226.jpg,"13. Cuando el semáforo se ponga verde, ¿qué debe hacer?",A.Obedecer la señal de stop.,"B.Obedecer al semáforo, que tiene prioridad sobre la señal de stop.","C.Obedecer al semáforo, pero debo ceder el paso.",b
https://revista.dgt.es/Galerias/test/N-253/Test-253-P14-250x226.jpg,"14. Si su vehículo está provisto de caja de cambios manual, en una calle con pendiente ascendente, ¿cómo debe estacionar?",A.Poniendo el freno de estacionamiento y la primera velocidad.,B.Poniendo el freno de estacionamiento y la marcha atrás.,C.Basta con poner el freno de estacionamiento.,a
https://revista.dgt.es/Galerias/test/N-253/Test-253-P15-250x226.jpg,"15. En las calzadas con dos sentidos y tres carriles, cuando quiera girar a la izquierda, ¿dónde debe colocarse?",A.En el carril central.,B.En el arcén derecho.,C.En el carril izquierdo.,a
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-1.jpg,1. ¿A qué vehículos de transporte de mercancías prohíbe pasar esta señal?,"A.A los de más de 3.500 kg. de M.M.A., solo cuando llevan carga.",B.A los de menos de 3.500 kg. de M.M.A.,"C.A los de más de 3.500 kg. de M.M.A., con carga o sin carga.",c
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-2.jpg,"2. Para adelantar al grupo de ciclistas, el vehículo rebasa la línea continua y ocupa el carril destinado a la circulación en sentido contrario; ¿es correcto su comportamiento?","A.Sí, y debe guardar una separación lateral de, al menos, 1,5 metros",B.Solo es correcto si no existe una señal vertical que prohíba adelantar.,"C.No, porque en este tramo de vía está prohibido el adelantamiento.",a
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-3.jpg,"3. Si sufre una avería y tiene que salir de su vehículo, ¿en cuál de los siguientes casos debe utilizar el chaleco reflectante?",A.Al ocupar el arcén en vías interurbanas.,B.Solamente al ocupar la calzada o el arcén en autopistas o autovías.,C.Al ocupar la calzada en vías urbanas.,a
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-4.jpg,"4. Si entra en una curva a la izquierda a velocidad excesiva, la fuerza centrífuga, ¿puede afectar a la trayectoria del vehículo?",A.Sí; se desplazará hacia la izquierda de la calzada.,B.Sí; se desplazará hacia la derecha de la calzada.,C.No; la fuerza centrífuga no afecta a la trayectoria del vehículo.,b
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-5.jpg,"5. ¿Cómo se denominan los costes de pérdida de vidas, de capacidad productiva y el sufrimiento físico y psicológico que tienen lugar como consecuencia de un accidente de tráfico?",A.Costes sanitarios.,B.Costes materiales.,C.Costes humanos.,c
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-6.jpg,"6. Si ningún elemento impide su funcionamiento eficaz, ¿qué sistema de seguridad pasiva evita que, en caso de accidente, se produzca el efecto submarino?",A.El airbag.,B.El reposacabezas.,C.El cinturón de seguridad.,c
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-7.jpg,7. Se considera peatón a la persona...,"A.que, sin ser conductor, transita a pie por las vías públicas.",B.a cuyo cargo está un animal o animales.,C.que circula con una bicicleta.,a
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-8.jpg,"8. El consumo de drogas de abuso o ilegales, ¿afecta a la seguridad vial?","A.No, en absoluto.","B.Sí, ya que alteran de modo importante las capacidades del conductor.",C.Solo si el conductor no está habituado a consumirlas.,b
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-9.jpg,"9. Durante la conducción, ¿qué horas son especialmente propicias para la aparición del sueño?",A.Las últimas horas de la mañana.,B.Las horas de la madrugada y las primeras horas de la tarde.,C.Las últimas horas de la tarde y las primeras de la mañana.,b
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-10.jpg,"10. En un turismo con cinco plazas autorizadas, incluida la del conductor, ¿está permitido transportar a seis personas?",A.No.,"B.Sí, siempre que no se supere la masa máxima autorizada del vehículo.",C.Solo cuando al menos uno de los ocupantes sea menor de edad.,a
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-11.jpg,"11. Una vez finalizado el estado de alarma por el COVID-19 y restablecida la nueva normalidad, los ocupantes de un vehículo particular que esté circulando por vías públicas, ¿están obligados al uso de mascarillas?","A.No, cuando el único ocupante del vehículo sea el conductor.","B.Sí, aunque todos sus ocupantes convivan en el mismo domicilio.","C.Sí, cuando un tercio de los ocupantes del vehículo sea mayor de 70 años.",a
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-12.jpg,12. A los peatones que utilicen monopatines o patines en ningún caso les está permitido...,A.ser arrastrados por otros vehículos.,B.circular por el arcén de una travesía.,C.circular a paso de persona por las aceras.,a
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-13.jpg,"13. Los efectos secundarios de los medicamentos que alteran la capacidad de conducción, ¿se manifiestan de la misma manera en todas las personas?",A.Solo si el tratamiento médico se prolonga en el tiempo.,B.Sí; sus efectos son idénticos para todas las personas.,"C.No; pueden variar por diversos factores, como la edad o el estado físico del conductor.",c
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-14.jpg,14. ¿Están obligados los conductores de motocicletas a llevar un chaleco reflectante de alta visibilidad?,A.Sí.,B.Solo cuando circulen por vías interurbanas.,C.No.,c
https://revista.dgt.es/Galerias/test/N-254/Test-254-Preg-15.jpg,15. ¿Es peligroso introducir una dirección en un navegador GPS mientras se conduce?,A.Solo si el navegador no está integrado en el vehículo.,"B.No, porque es una ayuda para conducir con mayor seguridad.","C.Sí, ya que distrae al conductor.",c
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-1.jpg,1. La luz antiniebla trasera se utilizará siempre que...,A.se circule a velocidad anormalmente reducida.,B.se circule por carreteras de alta montaña.,C.las condiciones meteorológicas sean especialmente desfavorables.,c
https://revista.dgt.es/Galerias/test/N-255/Test-255-P2.jpg,2. ¿Qué medidas deberá adoptar ante esta señal?,A.Aumentaré la atención por posibles desprendimientos y obstáculos en la calzada.,"B.Aceleraré, pasando la zona lo más rápidamente posible para dejar paso libre.","C.Me autoriza a circular en sentido contrario, extremando la precaución, en caso de desprendimientos.",a
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-3.jpg,"3. A partir de la señal, el conductor de un camión de menos de 3.500 kilos de M.M.A., ¿puede adelantar a otros vehículos?",A.No; la señal le prohíbe adelantar a todo tipo de vehículos a motor.,B.Sí; la señal afecta a camiones cuya M.M.A. supere los 3.500 kilos.,C.Solo puede adelantar a vehículos de dos ruedas.,b
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-4.jpg,4. Este conjunto de marcas blancas pintadas en la calzada...,A.obliga al vehículo a detenerse siempre.,B.indica un paso para peatones.,C.indica que ningún conductor puede entrar con su vehículo o animal en esta zona.,b
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-5.jpg,"5. Para incorporarse a la vía principal, un turismo tiene que atravesar un carril bici debidamente señalizado; ¿deberá ceder el paso a los ciclistas que circulan por el mismo?",A.Sí; los ciclistas tienen prioridad de paso.,B.No; el turismo tiene prioridad de paso.,C.Solo cuando los ciclistas circulen en grupo.,a
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-6.jpg,"6. El nivel del depósito de líquido lavaparabrisas, ¿se debe revisar con cierta frecuencia?","A.Sí, es conveniente para no quedarnos sin él cuando lo necesitemos.",B.Solo hay que revisarlo en verano porque con el calor el líquido se evapora.,"C.No es necesario, basta con revisarlo antes de pasar la inspección técnica.",a
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-7.jpg,"7. En calzadas con doble sentido de circulación y dos carriles sin delimitar por marcas viales, ¿por dónde se debe de circular?",A.Por el centro de la calzada.,B.Por el carril derecho.,C.Por cualquiera de los dos carriles si no vienen vehículos en sentido contrario.,b
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-8.jpg,"8. En caso de lluvia, ¿es aconsejable aumentar la distancia de seguridad con el vehículo que circula delante?","A.Sí, porque la distancia de frenado aumenta.","B.No, porque la distancia de frenado disminuye.","C.Solo en vías rápidas, pero no en vías urbanas ni en carreteras convencionales",a
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-9.jpg,9. El conductor de un vehículo podrá adelantar en un túnel cuando...,A.exista más de un carril en el sentido contrario de su marcha.,B.exista más de un carril en su sentido de circulación.,"C.exista un carril para cada sentido, siempre que el túnel esté bien iluminado.",b
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-10.jpg,"10. La flecha izquierda de la señal, ¿qué indica?",A.Obliga a seguir la dirección de la flecha en la próxima intersección.,B.Que en el próximo tramo se desvía el carril de la izquierda.,C.Que es obligatorio circular por el arcén izquierdo.,b
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-11.jpg,"11. A la entrada y salida del colegio, para evitar riesgos, ¿qué precauciones deberá tomar cuando los niños desciendan del vehículo, además de la previa vigilancia del entorno?",A.No deberán abrir las puertas ni apearse antes de la completa inmovilización del vehículo.,B.Para mayor seguridad lo harán siempre por la puerta del conductor.,C.Deberán bajar del vehículo por la puerta más alejada del borde de la vía.,a
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-12.jpg,"12. En esta vía, para adelantar al camión, ¿a qué velocidad puede circular como máximo el turismo?",A.A 140 km/h.,B.A 110 km/h.,C.A 120 km/h.,c
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-13.jpg,"13. Si conduce el turismo amarillo y quiere girar a la derecha, ¿qué debe hacer?",A.Continuar de frente.,B.Esperar a que el semáforo de la izquierda se ponga verde.,C.Girar a la derecha porque lo permite el semáforo.,c
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-14.jpg,14. Está adelantando y ve que hay peligro; ¿qué debe hacer?,A.Aumentar la velocidad y adelantar rápidamente.,"B.Reducir la velocidad, señalizar y volver a mi carril.",C.Pedir ayuda al vehículo que estoy adelantando.,b
https://revista.dgt.es/Galerias/test/N-255/Test-255-P-15.jpg,"15. En esta calle de sentido único en la que no hay señalización que prohíba estacionar ni marcas viales en la calzada, ¿en qué lado está permitido el estacionamiento?",A.En el lado derecho solamente.,"B.En ambos lados, tanto en el derecho como en el izquierdo.",C.En el lado izquierdo solamente.,b
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-01-250x226.jpg,"1. Los ciclistas, ¿están obligados a encender el alumbrado cuando circulan de noche?",A.Sí.,"B.No, si llevan puestas prendas reflectantes.",C.Solo cuando circulan por vías interurbanas.,A
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-02-250x226.jpg,2. La carga transportada en un turismo no deberá...,A.Descargarse por el lado del vehículo más próximo al borde de la calzada.,B.Sobresalir por la parte posterior más de un 5% de su longitud.,C.Comprometer su estabilidad.,C
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-03-250x226.jpg,3. ¿Cómo puede reducir la velocidad de su vehículo?,A.Solo con el sistema de frenado.,B.Solo con el motor.,C.Tanto con el sistema de frenado como con el motor.,C
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-04-250x226.jpg,"4. En esta vía de doble sentido, el conductor del turismo blanco, ¿dónde situará su vehículo para girar a la izquierda?","A.Sobre la línea discontinua, invadiendo ligeramente el sentido contrario.","B.Junto a la línea discontinua, sin invadir el sentido contrario.","C.A la derecha, fuera de la calzada siempre que sea posible.",B
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-05-250x226.jpg,5. La marca indica un paso...,A.para peatones.,B.para ciclistas.,C.para ciclistas y ciclomotores.,B
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-06-250x226.jpg,"6. La falta de experiencia al volante, ¿puede ser una de las causas que expliquen los accidentes de tráfico que sufren los conductores noveles?",A.Sí; es una de las causas de los accidentes protagonizados por jóvenes.,B.No; el estado de la vía y del vehículo son los únicos factores que explican los accidentes.,C.Solo si el conductor novel ha consumido alcohol o drogas ilegales.,A
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-07-250x226.jpg,7. Hay nieve y solo tiene cadenas para dos ruedas. ¿Dónde debe ponerlas?,A.En las ruedas delanteras siempre.,B.En las ruedas motrices siempre.,C.En las ruedas traseras siempre.,B
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-08-250x226.jpg,"8. Esta carretera no tiene arcén; ¿puede estacionar a la derecha, fuera de la vía?","A.Sí, porque estoy fuera de la calzada.","B.No, porque es una vía interurbana.",C.Solo si hay una señal que permita expresamente el estacionamiento.,A
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-09-250x226.jpg,"9. Si un vehículo queda detenido por avería en un paso a nivel, el conductor debe adoptar en primer lugar las medidas necesarias para...",A.que todos los ocupantes abandonen el vehículo.,B.desconectar los bornes de la batería del vehículo.,C.colocar el triángulo de preseñalización de peligro en la vía.,A
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-10-250x226.jpg,10. Circular en motocicleta bajo una lluvia intensa obliga a...,A.circular lo más cerca posible del vehículo que va por delante.,"B.moderar la velocidad, e incluso detenerse si fuera preciso.","C.encender la luz de largo alcance, incluso dentro de poblado.",B
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-11-250x226.jpg,"11. uera de poblado, una autocaravana va a adelantar a un vehículo pesado. ¿Puede producirse una situación de riesgo cuando circulen en paralelo si sopla fuerte viento lateral por la izquierda?","A.No, si ambos vehículos tienen el mismo volumen y peso.","B.Sí, porque se produciría un empuje brusco de los dos vehículos hacia la izquierda.","C.Sí, puede producirse el efecto pantalla y aproximarse de forma brusca al vehículo pesado.",C
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-12-250x226.jpg,"12. El consumo de alcohol, ¿afecta al tiempo que tarda en reaccionar el conductor ante una situación de emergencia?",A.Sí; el tiempo de reacción aumenta.,B.Sí; el tiempo de reacción disminuye.,C.No; el consumo de alcohol no afecta al tiempo de reacción.,A
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-13-250x226.jpg,"13. Si arrastra con su turismo un remolque ligero, ¿está obligado a llevar entre sus accesorios un equipo homologado de extinción de incendios en condiciones de uso?",A.No.,B.Sí.,C.Solo cuando circule por vías interurbanas.,B
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-14-250x226.jpg,"14. El estilo de conducción de una motocicleta, ¿puede influir en el consumo de combustible?","A.No, solo depende de la cilindrada de la motocicleta.","B.No, si se adopta una postura aerodinámica.",C.Sí.,C
https://revista.dgt.es/Galerias/test/N-256/Test-256-p-15-250x226.jpg,15. ¿Qué indica esta señal?,A.La prohibición de detenerse en el peaje.,B.La prohibición de pasar sin detenerse en el peaje.,C.La prohibición de acceder al peaje.,B
https://revista.dgt.es/Galerias/test/N-257/Test-257-P01.jpg,1. ¿Qué es un catadióptrico?,A.Un dispositivo que refleja la luz procedente de una fuente luminosa.,B.Una placa de matrícula reflectante.,C.Un dispositivo de alumbrado del vehículo.,A
https://revista.dgt.es/Galerias/test/N-257/Test257-p02.jpg,2. ¿Está permitida la circulación de vehículos cuyo nivel de emisión de ruidos supere los límites establecidos?,A.Sí.,B.No.,C.Solo está permitida su circulación por vías urbanas.,B
https://revista.dgt.es/Galerias/test/N-257/Test257-p03.jpg,"3. En esta carretera, ¿dónde se puede estacionar?","A.Dentro de la vía, en el lado derecho.",B.En ninguna parte; está prohibido estacionar dentro y fuera de la vía.,"C.Fuera de la vía, en el lado derecho.",C
https://revista.dgt.es/Galerias/test/N-257/Test257-p04.jpg,"4. Los conductores jóvenes, en general, ¿evalúan peor los 4 riesgos de la circulación?",A.No.,"B.Sí, lo que reduce la posibilidad de sufrir un accidente de tráfico.","C.Sí, lo que aumenta la posibilidad de sufrir un accidente de tráfico.",c
https://revista.dgt.es/Galerias/test/N-257/Test257-p05.jpg,"5. Respecto a los efectos secundarios de los medicamentos y su influencia en la conducción, tras ingerir fármacos somníferos o hipnóticos normalmente...",A.disminuye el tiempo de reacción.,B.aumenta el tiempo de reacción.,C.aumenta el campo visual.,B
https://revista.dgt.es/Galerias/test/N-257/Test257-p06.jpg,"6. Durante el día, las motocicletas están obligadas a llevar encendida la luz de cruce...",A.cuando circulen por cualquier tipo de vía.,"B.cuando circulen por vías interurbanas, solamente.","C.cuando las condiciones climatológicas sean adversas, solamente.",A
https://revista.dgt.es/Galerias/test/N-257/Test257-p07.jpg,"7. Un conductor que, pese a poder hacerlo sin riesgo, no se detiene a ayudar a una víctima grave de accidente que se encuentra desamparada, ¿podría estar cometiendo un delito?","A.Sí, aunque el conductor no esté implicado en el accidente.","B.No; ayudar a las víctimas es un gesto de solidaridad, pero no es un deber.","C.Sí, pero solo si el conductor está implicado en el accidente.",A
https://revista.dgt.es/Galerias/test/N-257/Test257-p08.jpg,"8. En una motocicleta con mandos independientes para cada uno de los frenos, ¿dónde se acciona generalmente el freno delantero?","A.En el manillar, con la mano derecha.","B.En el manillar, con la mano izquierda.","C.En un pedal, con el pie izquierdo.",A
https://revista.dgt.es/Galerias/test/N-257/Test257-p09.jpg,9. ¿Puede perder puntos de su saldo si pone en peligro a un grupo de ciclistas durante un adelantamiento?,"A.Sí, es una infracción que supone la pérdida de 4 puntos.",B.No; es una infracción que no supone la pérdida de puntos.,"C.No, porque es un delito contra la seguridad vial no una infracción administrativa.",A
https://revista.dgt.es/Galerias/test/N-257/Test257-p10.jpg,"10. En esta vía se ha habilitado un carril adicional circunstancial, ¿a qué velocidad, como mínimo, deberán circular por dicho carril?",A.60 km/h o inferior si así estuviese señalizado.,B.80 km/h.,C.A la mitad de la genérica señalada para cada categoría de vehículos.,A
https://revista.dgt.es/Galerias/test/N-257/Test257-P11.jpg,"11. Cuando se circula con lluvia disminuye la visibilidad, sobre todo si la lluvia es fuerte. ¿Qué precauciones debe tomar?",A.Debe aumentar la distancia de seguridad y reducir la velocidad.,B.No debe abrir las ventanillas para evitar que se empañen los cristales.,C.Debe circular sobre las líneas o marcas blancas longitudinales de la carretera para mantener la trayectoria adecuada.,A
https://revista.dgt.es/Galerias/test/N-257/Test257-P12.jpg,"12. Cuando viaje con su mascota, ¿en qué lugar del vehículo podrá situarse para evitar que interfiera en la conducción?",A.En el asiento delantero ya que si dispone de airbag frontal estará doblemente protegida.,"B.Donde no comprometa su seguridad ni la del resto de pasajeros, además de ir sujeta con el dispositivo adecuado.",C.En los asientos traseros sujeta con el cinturón de seguridad como un pasajero más.,B
https://revista.dgt.es/Galerias/test/N-257/Test257-P13.jpg,13. ¿Qué indica la señal colocada en la parte trasera del vehículo compuesta por una lámina reflectante de color amarillo rodeada de una lámina fluorescente de color rojo?,A.Que el vehículo o el conjunto de vehículos tiene una longitud superior a 12 metros.,B.Que el vehículo transporta mercancías peligrosas.,C.Qué el vehículo no podrá circular a una velocidad superior a 90 km/h.,A
https://revista.dgt.es/Galerias/test/N-257/Test257-P14.jpg,14. Esta señal indica peligro por la proximidad de...,A.un tramo de vía con posible obstrucción en la calzada.,B.un resalto o badén en la vía o pavimento en mal estado.,C.un tramo de vía con pendientes ascendentes y descendentes.,B
https://revista.dgt.es/Galerias/test/N-257/Test257-P15.jpg,15. Esta señal indica que...,A.a su altura puede realizar un cambio de sentido de la marcha a la derecha.,B.las únicas direcciones aconsejadas son seguir de frente o girar a la derecha.,C.debe seguir una de las direcciones y sentidos que señalan las flechas.,C
https://revista.dgt.es/Galerias/test/N-258/test-250-p01.jpg,"1. A un turismo, ¿le está permitido circular con láminas adhesivas o cortinillas contra el sol en las ventanillas traseras?","A.No, en ningún caso.","B.Sí, en todo caso.",C.Solo si el vehículo lleva dos espejos retrovisores exteriores.,c
https://revista.dgt.es/Galerias/test/N-258/test-258-p02.jpg,2. ¿Cuándo está permitido estacionar en un túnel?,A.Cuando el túnel está suficientemente iluminado.,B.Cuando la calzada tiene dos carriles de circulación para cada sentido.,C.Nunca.,c
https://revista.dgt.es/Galerias/test/N-258/test-258-p03.jpg,"3. En esta intersección con señal de STOP y buena visibilidad, ¿qué debe hacer?",A.Detenerse siempre una vez superada la línea transversal.,"B.Seguir circulando sin detenerse, porque no viene ningún vehículo de frente.",C.Detenerse siempre ante la línea transversal.,c
https://revista.dgt.es/Galerias/test/N-258/test-258-p04.jpg,"4. En una calzada de doble sentido de circulación en la que no 4 están delimitados los carriles, está obligado a circular por...",A.el lugar de la calzada que crea más seguro.,"B.la derecha, lo más cerca posible del borde de la calzada.",C.el eje imaginario de la calzada.,b
